index,episode,episode_name,segment,type,actor,character,detail,record_date,series,transmission_date
14806,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to Svensson. He is standing on his head on the desk with his legs crossed in a yoga position. He wears a loincloth and high-heeled shoes. He talks through a megaphone which is strapped to his head.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14807,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Terry Jones",Svensson,"Good evening.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14808,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut back to the presenter.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14809,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"Dame Elsie Occluded, historian, wit, bon viveur, and rear half of the Johnson brothers...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14810,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to another section of the panel's desk. Dame Elsie. Her bottom half is encased in the side of a block of concrete which is also on top of the desk. Dame Elsie is thus parallel to the ground. She has fairy wings on her back, a striped t-shirt, flying gloves, goggles and a green wig.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14811,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Michael Palin","Dame Elsie","Good evening.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14812,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"And Miles Yellowbird, up high in banana tree, the golfer and inventor of Catholicism.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14813,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to final section of the desk. A man dressed as a rabbit, with a megaphone strapped to one eye.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14814,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Terry Gilliam",Miles,"Good evening.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14815,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"And we'll be inviting them to... Spot the Loony.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14816,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"a phone rings on the desk; he picks it up","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14817,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"Yes? Quite right ... A viewer from Preston there who's pointed out correctly that the entire panel are loonies. Five points to Preston there, and on to our first piece of film. It's about mountaineering and remember you have to... Spot the Loony!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14818,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to a shot of a mountain. Very impressive stirring music.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14819,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Michael Palin","Voice Over","The legendary south face of Ben Medhui, dark ... forbidding...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14820,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"In the middle distance are two bushes a few yards apart. At this point a loony dressed in a long Roman toga, with tam o'shanter, holding a cricket bat, runs from one bush to the other. Loud buzz. The film freezes. Pull out from screen to reveal the freeze frame of the film with the loony in the middle bush on the screen immediately behind the presenter. The presenter is on the phone.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14821,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"Yes, well done, Mrs Nesbitt of York, spotted the loony in 1.8 seconds.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14822,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"cut to stock fiilm of Women's Institute applauding","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14823,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"cut to a photo of Anthony Barber; the buzzer goes immediately","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14824,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"No ... I must ask you please not to ring in until you've seen all the photos.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14825,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Back to the photo sequence and music. Each photo is on the screen for only two seconds, and in between each there is a click as of a slide projector changing or even the sound of the shutter of a camera. The photos show in sequence: Anthony Barber, Katy Boyle, Edgar Allan Poe, a loony head and shoulders. He has ping-pong ball eyes, several teeth blocked out, a fright wig and his chest is bare but across it is written 'A Loony', Reginald Maudling, Tony Jacklin. A buzzer sounds.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14826,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"Yes, you're right. The answer was, of course, number two!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14827,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"cut to stock film of Women's Institute applauding","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14828,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"fanfare as for historical pageant; a historical-looking shield comes up on screen","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14829,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Presenter,"historical music","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14830,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"And this time it's the thrilling medieval romance 'Ivanoe'... a stirring story of love and war, violence and chivalry, set midst the pageantry and splendour of thirteenth-century England. All you have to do is, 'Spot the Loony'.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14831,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,,,"CAPTION: 'IVANOE'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14832,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to a butcher shop. A loony stands in the middle","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14833,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"this is the same loony from 'Silly Election' with enormous trousers and arms inside them and green fright wig","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14834,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,". Another loony in a long vest down to his knees with a little frilly tutu starting at the knees and bare feet is dancing with a side of beef also wearing a tutu. Another loony in oilskins with waders and sou'wester and fairy wings is flying across the top of picture. Another man dressed us a bee is standing on the counter. Another loony is dressed as a carrot leaning against the counter going: 'pretty boy, pretty boy'. A cocophony of noise. We see this sight for approximately five seconds. Fantastic loud buzzes.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14835,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Eric Idle",Presenter,"Yes, well done, Mrs L of Leicester, Mrs B of Buxton and Mrs G of Gotwick, the loony was of course the writer, Sir Walter Scott.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14836,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to Sir Walter Scott in his study.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14837,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"SUPERIMPOSED CAPTION: 'SIR WALTER SCOTT 1771 - 1832,","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14838,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,Scott,"looking through his papers indignantly","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14839,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Graham Chapman",Scott,"I didn't write that! Sounds more like Dickens...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14840,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"Cut to Dickens at work in his study. He looks up.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14841,38,"Episode Thirty-eight","'Spot the Loony'",Direction,,,"SUPERIMPOSED CAPTION: 'CHARLES DICKENS 1812 - 1870'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14842,38,"Episode Thirty-eight","'Spot the Loony'",Dialogue,"Terry Jones",Dickens,"You bastard!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14843,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"Cut to a documentary producer standing in forested hillside.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14844,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","Was Sir Walter Scott a loony, or was he the greatest flowering of the early nineteenth-century romantic tradition? The most underestimated novelist of the nineteenth century...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14845,38,"Episode Thirty-eight","Rival documentaries",Direction,,"First Producer","another introducer of documentaries comes into shot and walks up to the first","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14846,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer",". . . or merely a disillusioned and embittered man ...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14847,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","Excuse me ...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14848,38,"Episode Thirty-eight","Rival documentaries",Direction,,"Second Producer","pointing at the microphone","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14849,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","can I borrow that, please.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14850,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","... yes.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14851,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","Thank you.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14852,38,"Episode Thirty-eight","Rival documentaries",Direction,,"Second Producer","he immediately starts on his own documentary","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14853,38,"Episode Thirty-eight","Rival documentaries",Direction,,"Second Producer","he starts to walk towards the forest","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14854,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","The Forestry Commission systematically replanted this entire area...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14855,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"The first producer follows behind.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14856,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","Excuse me.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14857,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","Sh! That's forty thousand acres of virgin forest. By 1980 this will have risen to two hundred thousand acres of soft woods. In commercial terms, a coniferous cornucopia... an evergreen El Dorado...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14858,38,"Episode Thirty-eight","Rival documentaries",Direction,,"Second Producer","the first producer runs and makes a feeble grab for the mike","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14859,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","... a tree-lined treasure trove ... No ... a fat fir-coned future for the financiers ... but what of the cost ...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14860,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","It's mine!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14861,38,"Episode Thirty-eight","Rival documentaries",Direction,,"Second Producer","to first producer","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14862,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","Go away ... in human terms? Who are the casualties?","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14863,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"The first producer makes a lunge and grabs the mike. He stops and the camera stops with him.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14864,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","For this was Sir Walter Scott's country. Many of his finest romances, such as 'Guy Mannering' and 'Redgauntlet'...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14865,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","Give that back!","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14866,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer",No.,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14867,38,"Episode Thirty-eight","Rival documentaries",Direction,,"First Producer","they grapple a bit. The first producer just manages to keep hold of it as he goes down onto the ground","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14868,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","Scott showed himself to be not only a fine...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14869,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"The second producer manages to grab the mike and runs off leaving the first producer on the ground. The camera follows the second producer.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14870,38,"Episode Thirty-eight","Rival documentaries",Direction,,"Second Producer",running,"1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14871,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","The spruces and flowers of this forest will be used to create a whole new industry here in...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14872,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"The first producer brings him down with a diving rugger tackle and grabs the mike.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14873,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","... also a writer of humour and...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14874,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"They are both fighting and rolling around on the ground.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14875,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Michael Palin","Second Producer","Britain's timber resources are being used up at a rate of...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14876,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"The first producer hits him, and grabs the mike.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14877,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"John Cleese","First Producer","One man who knew Scott was Angus Tinker.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14878,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"A sunlit university quad with classical pillars. Gentle classical music. Tinker is standing next to one of the pillars. He is a tweed-suited academic.","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14879,38,"Episode Thirty-eight","Rival documentaries",Direction,,,"CAPTION: 'ANGUS TINKER'","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14880,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Graham Chapman",Tinker,"Much of Scott's greatest work, and I'm thinking here particularly of 'Heart of Midlothian' and 'Old Mortality' for example, was concerned with...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14881,38,"Episode Thirty-eight","Rival documentaries",Direction,,Tinker,"at this point a hand appears from behind the pillar and starts to go slowly but surely for the mike","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14882,38,"Episode Thirty-eight","Rival documentaries",Direction,,Tinker,"the mike is grabbed away from him","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
14883,38,"Episode Thirty-eight","Rival documentaries",Dialogue,"Terry Jones",Voice,"Forestry research here has shown that the wholly synthetic soft timber fibre can be created...","1971-12-18 00:00:00",3/12,"1973-01-11 00:00:00"
